"genero","especie","nombre_comun","categoria"
"Dendroica","castanea","Bay-breasted-Warbler","LC"
"Dendroica","coronata","Yellow-rumped-Warbler","LC"
"Dendroica","discolor","Prairie-Warbler","LC"
"Dendroica","magnolia","Magnolia-Warbler","LC"
"Dendroica","palmarum","Palm-Warbler","LC"
"Dendroica","pensylvanica","Chestnut-sided-Warbler","LC"
"Dendroica","tigrina","Cape-May-Warbler","LC"
"Dendroica","townsendi","Townsends-Warbler","LC"
"Dendroica","virens","Black-throated-Green-Warbler","LC"
"Seiurus","aurocapilla","Ovenbird","LC"
"Parkesia","motacilla","Louisiana-Waterthrush","LC"
"Helmitheros","vermivorum","Worm-eating-Warbler","LC"
"Protonotaria","citrea","Prothonotary-Warbler","LC"
"Oporornis","formosus","Kentucky-Warbler","LC"
"Oporornis","philadelphia","Mourning-Warbler","LC"
"Geothlypis","semiflava","Olive-crowned-Yellowthroat","LC"
"Geothlypis","trichas","Common-Yellowthroat","LC"
"Wilsonia","citrina","Hooded-Warbler","LC"
"Wilsonia","pusilla","Wilsons-Warbler","LC"
"Myioborus","flavivertex","Yellow-crowned-Redstart","LC"
"Myioborus","ornatus","Golden-fronted-Redstart","LC"
"Basileuterus","nigrocristatus","Black-crested-Warbler","LC"
"Basileuterus","rufifrons","Rufous-capped-Warbler","LC"
"Conirostrum","leucogenys","White-eared-Conebill","LC"
"Conirostrum","rufum","Rufous-browed-Conebill","LC"
"Cyclarhis","nigrirostris","Black-billed-Peppershrike","LC"
"Vireolanius","eximius","Yellow-browed-Shrike-vireo","LC"
"Vireo","crassirostris","Thick-billed-Vireo","LC"
"Vireo","flavifrons","Yellow-throated-Vireo","LC"
"Vireo","philadelphicus","Philadelphia-Vireo","LC"
"Hylophilus","aurantiifrons","Golden-fronted-Greenlet","LC"
"Hylophilus","decurtatus","Lesser-Greenlet","LC"
"Hylophilus","flavipes","Scrub-Greenlet","LC"
"Hylophilus","semibrunneus","Rufous-naped-Greenlet","LC"
"Icterus","auricapillus","Orange-crowned-Oriole","LC"
"Icterus","chrysater","Yellow-backed-Oriole","LC"
"Icterus","galbula","Baltimore-Oriole","LC"
"Icterus","leucopteryx","Jamaican-Oriole","LC"
"Icterus","mesomelas","Yellow-tailed-Oriole","LC"
"Icterus","spurius","Orchard-Oriole","LC"
"Psarocolius","guatimozinus","Black-Oropendola","LC"
"Psarocolius","wagleri","Chestnut-headed-Oropendola","LC"
"Quiscalus","mexicanus","Great-tailed-Grackle","LC"
"Carduelis","psaltria","Lesser-Goldfinch","LC"
"Carduelis","spinescens","Andean-Siskin","LC"
"Cyanolyca","turcosa","Turquoise-Jay","LC"
"Cyanolyca","armillata","Black-collared-Jay","LC"
"Cyanocorax","affinis","Black-chested-Jay","LC"
"Lipaugus","weberi","Chestnut-capped-Piha","EN"
"Procellaria","parkinsoni","Parkinsons-Petrel","VU"
"Pterodroma","phaeopygia","Galapagos-Petrel","CR"
"Sula","granti","Nazca-Booby","LC"
"Thalurania","fannyi","Green-crowned-Woodnymph","LC"
"Phaethornis","longirostris","Long-billed-Hermit","LC"
"Phaethornis","striigularis","Stripe-throated-Hermit","LC"
"Aulacorhynchus","sulcatus","Groove-billed-Toucanet","LC"
"Scytalopus","latrans","Blackish-Tapaculo","LC"
"Scytalopus","chocoensis","Choco-Tapaculo","LC"
"Manacus","aurantiacus","Orange-collared-Manakin","LC"
"Corapipo","altera","White-ruffed-Manakin","LC"
"Phelpsia","inornatus","White-bearded-Flycatcher","LC"
"Thryothorus","sclateri","Speckle-breasted-Wren","LC"
"Atlapetes","schistaceus","Slaty-Brush-finch","LC"
"Passerina","cyanea","Indigo-Bunting","LC"
"Myrmeciza","palliata","Magdalena-Antbird","NT"
"Grallaricula","nana","Slaty-crowned-Antpitta","LC"
"Bangsia","arcaei","Blue-and-gold-Tanager","NT"
"Saltator","striatipectus","Streaked-Saltator","LC"
"Vireolanius","pulchellus","Green-Shrike-vireo","LC"
"Cacicus","sclateri","Ecuadorian-Cacique","LC"
"Myrmeciza","laemosticta","Dull-mantled-Antbird","LC"
"Molothrus","aeneus","Bronzed-Cowbird","LC"
"Dendroica","dominica","Yellow-throated-Warbler","LC"
"Chaetura","fumosa","Costa-Rican-Swift","LC"
"Myrmotherula","pacifica","Pacific-Antwren","LC"
"Gallinago","imperialis","Imperial-Snipe","NT"
"Campylopterus","villaviscensio","Napo-Sabrewing","NT"
"Patagioenas","leucocephala","White-crowned-Pigeon","NT"
"Xiphorhynchus","susurrans","Cocoa-Woodcreeper","LC"
"Touit","batavicus","Lilac-tailed-Parrotlet","LC"
"Thamnophilus","atrinucha","Western-Slaty-antshrike","LC"
"Gallinago","gallinago","Common-Snipe","LC"
"Myiobius","sulphureipygius","Sulphur-rumped-Flycatcher","LC"
"Anas","crecca","Common-Teal","LC"
"Euphonia","musica","Antillean-Euphonia","LC"
"Larus","philadelphia","Bonapartes-Gull","LC"
"Halocyptena","microsoma","Least-Storm-petrel","LC"
"Megascops","petersoni","Cinnamon-Screech-owl","LC"
"Columbina","buckleyi","Ecuadorian-Ground-dove","LC"
"Dives","warszewiczi","Scrub-Blackbird","LC"
"Grallaria","haplonota","Plain-backed-Antpitta","LC"
"Dendroica","pinus","Pine-Warbler","LC"
"Oporornis","tolmiei","MacGillivrays-Warbler","LC"
"Vireo","griseus","White-eyed-Vireo","LC"
"Hylocharis","grayi","Blue-headed-Sapphire","LC"
"Melanerpes","pulcher","Beautiful-Woodpecker","LC"
"Muscisaxicola","alpinus","Plain-capped-Ground-tyrant","LC"
"Atlapetes","latinuchus","Yellow-breasted-Brush-finch","LC"
"Henicorhina","negreti","Munchique-Wood-wren","CR"
"Cinnycerthia","olivascens","Sharpes-Wren","LC"
"Tolmomyias","traylori","Orange-eyed-Flycatcher","LC"
"Scytalopus","micropterus","Long-tailed-Tapaculo","LC"
"Thamnophilus","tenuepunctatus","Lined-Antshrike","VU"
"Haplophaedia","aureliae","Greenish-Puffleg","LC"
"Chlorostilbon","melanorhynchus","Western-Emerald","LC"
"Phaethornis","atrimentalis","Black-throated-Hermit","LC"
"Sporophila","corvina","Variable-Seedeater","LC"
"Zenaida","asiatica","White-winged-Dove","LC"
"Atlapetes","albinucha","White-naped-Brush-finch","LC"
"Pseudocolaptes","lawrencii","Buffy-Tuftedcheek","LC"
"Hylocharis","humboldtii","Humboldts-Sapphire","LC"
"Coeligena","orina","Dusky-Starfrontlet","CR"
"Scytalopus","spillmanni","Spillmanns-Tapaculo","LC"
"Eriocnemis","isabellae","Gorgeted-Puffleg","CR"
"Icterus","icterus","Venezuelan-Troupial","LC"
"Atlapetes","blancae","Antioquia-Brush-finch","CR"
"Pteroglossus","torquatus","Collared-Aracari","LC"
"Caprimulgus","heterurus","Todds-Nightjar","LC"
"Scytalopus","rodriguezi","Upper-Magdalena-Tapaculo","EN"
"Scytalopus","stilesi","Stiless-Tapaculo","LC"
"Buteogallus","anthracinus","Common-Black-hawk","LC"
"Sternoclyta","cyanopectus","Violet-chested-Hummingbird","LC"
"Dendrocolaptes","sanctithomae","Northern-Barred-Woodcreeper","LC"
"Amaurospiza","concolor","Blue-Seedeater","LC"
"Amazilia","tzacatl","Rufous-tailed-Hummingbird","LC"
"Oceanodroma","castro","Madeiran-Storm-petrel","LC"
"Zimmerius","albigularis","Choco-Tyrannulet","LC"
"Anas","andium","Andean-Teal","LC"
"Cinclodes","albidiventris","Chestnut-winged-Cinclodes","LC"
"Trogon","caligatus","Gartered-Trogon","LC"
"Trogon","chionurus","White-tailed-Trogon","LC"
"Zimmerius","chrysops","Golden-faced-Tyrannulet","LC"
"Synallaxis","beverlyae","Rio-Orinoco-Spinetail","NT"
"Automolus","rufipectus","Santa-Marta-Foliage-gleaner","NT"
"Grallaria","fenwickorum","Antioquia-Antpitta","CR"
"Scytalopus","canus","Paramillo-Tapaculo","EN"
"Paroaria","nigrogenis","Masked-Cardinal","LC"
"Crypturellus","transfasciatus","Pale-browed-Tinamou","NT"
"Penelope","barbata","Bearded-Guan","VU"
"Aratinga","erythrogenys","Red-masked-Parakeet","NT"
"Pyrrhura","orcesi","El-Oro-Parakeet","EN"
"Pyrrhura","albipectus","White-necked-Parakeet","VU"
"Brotogeris","pyrrhoptera","Grey-cheeked-Parakeet","EN"
"Hapalopsittaca","pyrrhops","Red-faced-Parrot","VU"
"Eriocnemis","nigrivestis","Black-breasted-Puffleg","CR"
"Eriocnemis","godini","Turquoise-throated-Puffleg","CR"
"Metallura","baroni","Violet-throated-Metaltail","EN"
"Metallura","odomae","Neblina-Metaltail","LC"
"Chaetocercus","berlepschi","Esmeraldas-Woodstar","EN"
"Patagioenas","oenops","Peruvian-Pigeon","VU"
"Zenaida","galapagoensis","Galapagos-Dove","LC"
"Leptotila","ochraceiventris","Ochre-bellied-Dove","VU"
"Laterallus","spilonotus","Galapagos-Rail","VU"
"Larus","fuliginosus","Lava-Gull","VU"
"Leucopternis","occidentalis","Grey-backed-Hawk","EN"
"Buteo","galapagoensis","Galapagos-Hawk","VU"
"Phalacrocorax","harrisi","Flightless-Cormorant","VU"
"Spheniscus","mendiculus","Galapagos-Penguin","EN"
"Hemitriccus","cinnamomeipectus","Cinnamon-breasted-Tody-tyrant","VU"
"Onychorhynchus","occidentalis","Pacific-Royal-Flycatcher","VU"
"Nephelomyias","lintoni","Orange-banded-Flycatcher","NT"
"Lathrotriccus","griseipectus","Grey-breasted-Flycatcher","VU"
"Pachyramphus","spodiurus","Slaty-Becard","EN"
"Thamnophilus","zarumae","Chapmans-Antshrike","LC"
"Thamnophilus","praecox","Cocha-Antshrike","NT"
"Myrmeciza","griseiceps","Grey-headed-Antbird","VU"
"Synallaxis","tithys","Blackish-headed-Spinetail","EN"
"Synallaxis","maranonica","Maranon-Spinetail","CR"
"Xenerpestes","singularis","Equatorial-Greytail","NT"
"Syndactyla","ruficollis","Rufous-necked-Foliage-gleaner","VU"
"Hylocryptus","erythrocephalus","Henna-hooded-Foliage-gleaner","VU"
"Grallaria","watkinsi","Watkinss-Antpitta","NT"
"Grallaricula","peruviana","Peruvian-Antpitta","NT"
"Melanopareia","maranonica","Maranon-Crescentchest","NT"
"Mimus","trifasciatus","Floreana-Mockingbird","CR"
"Mimus","macdonaldi","Espanola-Mockingbird","VU"
"Mimus","melanotis","San-Cristobal-Mockingbird","EN"
"Henicorhina","leucoptera","Bar-winged-Wood-wren","NT"
"Carduelis","siemiradzkii","Saffron-Siskin","VU"
"Atlapetes","pallidiceps","Pale-headed-Brush-finch","EN"
"Wetmorethraupis","sterrhopteron","Orange-throated-Tanager","VU"
"Xenodacnis","parina","Tit-like-Dacnis","LC"
"Camarhynchus","psittacula","Large-Tree-finch","LC"
"Camarhynchus","pauper","Medium-Tree-finch","CR"
"Camarhynchus","heliobates","Mangrove-Finch","CR"
"Herpsilochmus","gentryi","Ancient-Antwren","NT"
"Grallaria","ridgelyi","Jocotoco-Antpitta","EN"
"Nothoprocta","curvirostris","Curve-billed-Tinamou","LC"
"Recurvirostra","americana","American-Avocet","LC"
"Forpus","coelestis","Pacific-Parrotlet","LC"
"Megascops","roboratus","West-Peruvian-Screech-owl","LC"
"Caprimulgus","anthonyi","Scrub-Nightjar","LC"
"Amazilia","amazilia","Amazilia-Hummingbird","LC"
"Coeligena","iris","Rainbow-Starfrontlet","LC"
"Heliangelus","micraster","Little-Sunangel","LC"
"Heliangelus","viola","Purple-throated-Sunangel","LC"
"Myrtis","fanny","Purple-collared-Woodstar","LC"
"Myrmia","micrura","Short-tailed-Woodstar","LC"
"Picumnus","sclateri","Ecuadorian-Piculet","LC"
"Asthenes","griseomurina","Mouse-coloured-Thistletail","LC"
"Synallaxis","stictothorax","Necklaced-Spinetail","LC"
"Cranioleuca","antisiensis","Line-cheeked-Spinetail","LC"
"Sakesphorus","bernardi","Collared-Antshrike","LC"
"Gymnopithys","lunulatus","Lunulated-Antbird","LC"
"Melanopareia","elegans","Elegant-Crescentchest","LC"
"Pseudelaenia","leucospodia","Grey-and-white-Tyrannulet","LC"
"Myiopagis","subplacens","Pacific-Elaenia","LC"
"Mecocerculus","calopterus","Rufous-winged-Tyrannulet","LC"
"Anairetes","nigrocristatus","Maranon-Tit-tyrant","LC"
"Phylloscartes","gualaquizae","Ecuadorian-Tyrannulet","NT"
"Myiophobus","cryptoxanthus","Olive-chested-Flycatcher","LC"
"Ochthoeca","jelskii","Jelskis-Chat-tyrant","LC"
"Myiarchus","magnirostris","Large-billed-Flycatcher","LC"
"Myiarchus","phaeocephalus","Sooty-crowned-Flycatcher","LC"
"Myiodynastes","bairdii","Bairds-Flycatcher","LC"
"Xenopipo","unicolor","Jet-Manakin","LC"
"Petrochelidon","rufocollaris","Chestnut-collared-Swallow","LC"
"Campylorhynchus","fasciatus","Fasciated-Wren","LC"
"Thryothorus","superciliaris","Superciliated-Wren","LC"
"Mimus","longicaudatus","Long-tailed-Mockingbird","LC"
"Mimus","parvulus","Galapagos-Mockingbird","LC"
"Turdus","maculirostris","Ecuadorian-Thrush","LC"
"Turdus","reevei","Plumbeous-backed-Thrush","LC"
"Rhynchospiza","stolzmanni","Tumbes-Sparrow","LC"
"Poospiza","hispaniolensis","Collared-Warbling-finch","LC"
"Sicalis","taczanowskii","Sulphur-throated-Finch","LC"
"Sporophila","peruviana","Parrot-billed-Seedeater","LC"
"Sporophila","simplex","Drab-Seedeater","LC"
"Geospiza","conirostris","Large-Cactus-finch","LC"
"Geospiza","difficilis","Sharp-beaked-Ground-finch","LC"
"Geospiza","fortis","Medium-Ground-finch","LC"
"Geospiza","fuliginosa","Small-Ground-finch","LC"
"Geospiza","magnirostris","Large-Ground-finch","LC"
"Geospiza","scandens","Common-Cactus-finch","LC"
"Platyspiza","crassirostris","Vegetarian-Finch","LC"
"Camarhynchus","pallidus","Woodpecker-Finch","LC"
"Camarhynchus","parvulus","Small-Tree-finch","LC"
"Certhidea","olivacea","Warbler-Finch","LC"
"Arremon","abeillei","Black-capped-Sparrow","LC"
"Atlapetes","albiceps","White-headed-Brush-finch","LC"
"Atlapetes","leucopterus","White-winged-Brush-finch","LC"
"Atlapetes","seebohmi","Bay-crowned-Brush-finch","LC"
"Rhodospingus","cruentus","Crimson-breasted-Finch","LC"
"Saltator","nigriceps","Black-cowled-Saltator","LC"
"Basileuterus","fraseri","Grey-and-gold-Warbler","LC"
"Basileuterus","trifasciatus","Three-banded-Warbler","LC"
"Hylophilus","olivaceus","Olivaceous-Greenlet","NT"
"Icterus","graceannae","White-edged-Oriole","LC"
"Agelasticus","xanthophthalmus","Pale-eyed-Blackbird","LC"
"Cyanocorax","mystacalis","White-tailed-Jay","LC"
"Myiopagis","olallai","Foothill-Elaenia","VU"
"Heliangelus","regalis","Royal-Sunangel","EN"
"Leucippus","baeri","Tumbes-Hummingbird","LC"
"Epinecrophylla","fjeldsaai","Brown-backed-Antwren","LC"
"Tumbezia","salvini","Tumbes-Tyrant","NT"
"Petrochelidon","fulva","Cave-Swallow","LC"
"Iridosornis","reinhardti","Yellow-scarfed-Tanager","LC"
"Turdus","maranonicus","Maranon-Thrush","LC"
"Thlypopsis","inornata","Buff-bellied-Tanager","LC"
"Progne","modesta","Galapagos-Martin","EN"
"Tachycineta","stolzmanni","Tumbes-Swallow","LC"
"Scytalopus","parkeri","Chusquea-Tapaculo","LC"
"Scytalopus","robbinsi","Ecuadorian-Tapaculo","EN"
"Myrmeciza","castanea","Zimmers-Antbird","LC"
"Trogon","mesurus","Ecuadorian-Trogon","LC"
"Troglodytes","cobbi","Cobbs-Wren","VU"
"Pterodroma","mollis","Soft-plumaged-Petrel","LC"
"Tachyeres","brachypterus","Falkland-Steamerduck","LC"
"Anas","platyrhynchos","Mallard","LC"
"Amazona","dufresniana","Blue-cheeked-Amazon","NT"
"Caprimulgus","maculosus","Cayenne-Nightjar","DD"
"Bulweria","bulwerii","Bulwers-Petrel","LC"
"Larus","fuscus","Lesser-Black-backed-Gull","LC"
"Larus","ridibundus","Black-headed-Gull","LC"
"Picumnus","minutissimus","Guianan-Piculet","NT"
"Veniliornis","sanguineus","Blood-coloured-Woodpecker","LC"
"Amazilia","tobaci","Copper-rumped-Hummingbird","LC"
"Cypseloides","niger","American-Black-Swift","LC"
"Pipreola","whitelyi","Red-banded-Fruiteater","LC"
"Progne","dominicensis","Caribbean-Martin","LC"
"Schistocichla","saturata","Roraiman-Antbird","LC"
"Nothura","chacoensis","Chaco-Nothura","LC"
"Penelope","albipennis","White-winged-Guan","CR"
"Picumnus","steindachneri","Speckle-chested-Piculet","EN"
"Aulacorhynchus","huallagae","Yellow-browed-Toucanet","EN"
"Forpus","xanthops","Yellow-faced-Parrotlet","VU"
"Phaethornis","koepckeae","Koepckes-Hermit","NT"
"Phlogophilus","harterti","Peruvian-Piedtail","NT"
"Aglaeactis","aliciae","Purple-backed-Sunbeam","EN"
"Polyonymus","caroli","Bronze-tailed-Comet","LC"
"Taphrolesbia","griseiventris","Grey-bellied-Comet","EN"
"Loddigesia","mirabilis","Marvellous-Spatuletail","EN"
"Xenoglaux","loweryi","Long-whiskered-Owlet","EN"
"Laterallus","tuerosi","Junin-Rail","EN"
"Podiceps","taczanowskii","Junin-Grebe","CR"
"Poecilotriccus","albifacies","White-cheeked-Tody-flycatcher","LC"
"Ochthoeca","piurae","Piura-Chat-tyrant","NT"
"Phytotoma","raimondii","Peruvian-Plantcutter","EN"
"Zaratornis","stresemanni","White-cheeked-Cotinga","VU"
"Herpsilochmus","parkeri","Ash-throated-Antwren","EN"
"Pithys","castaneus","White-masked-Antbird","NT"
"Cinclodes","palliatus","White-bellied-Cinclodes","CR"
"Leptasthenura","xenothorax","White-browed-Tit-spinetail","EN"
"Synallaxis","courseni","Apurimac-Spinetail","VU"
"Synallaxis","zimmeri","Russet-bellied-Spinetail","EN"
"Pseudasthenes","cactorum","Cactus-Canastero","LC"
"Thripophaga","berlepschi","Russet-mantled-Softtail","VU"
"Siptornopsis","hypochondriaca","Great-Spinetail","VU"
"Phacellodomus","dorsalis","Chestnut-backed-Thornbird","VU"
"Grallaria","blakei","Chestnut-Antpitta","NT"
"Grallaricula","ochraceifrons","Ochre-fronted-Antpitta","EN"
"Atlapetes","rufigenis","Rufous-eared-Brush-finch","NT"
"Hemispingus","rufosuperciliaris","Rufous-browed-Hemispingus","VU"
"Buthraupis","aureodorsalis","Golden-backed-Mountain-tanager","EN"
"Tangara","phillipsi","Sira-Tanager","NT"
"Incaspiza","ortizi","Grey-winged-Inca-finch","VU"
"Incaspiza","watkinsi","Little-Inca-finch","NT"
"Poospiza","alticola","Plain-tailed-Warbling-finch","EN"
"Poospiza","rubecula","Rufous-breasted-Warbling-finch","EN"
"Cacicus","koepckeae","Selva-Cacique","EN"
"Atlapetes","melanopsis","Black-spectacled-Brush-finch","EN"
"Atlapetes","forbesi","Apurimac-Brush-finch","LC"
"Atlapetes","terborghi","Vilcabamba-Brush-finch","NT"
"Atlapetes","canigenis","Grey-Brush-finch","LC"
"Calidris","ferruginea","Curlew-Sandpiper","LC"
"Megascops","koepckeae","Koepckes-Screech-owl","LC"
"Leucippus","taczanowskii","Spot-throated-Hummingbird","LC"
"Amazilia","viridicauda","Green-and-white-Hummingbird","LC"
"Oreotrochilus","melanogaster","Black-breasted-Hillstar","LC"
"Aglaeactis","castelnaudii","White-tufted-Sunbeam","LC"
"Metallura","eupogon","Fire-throated-Metaltail","LC"
"Metallura","phoebe","Black-Metaltail","LC"
"Metallura","theresiae","Coppery-Metaltail","LC"
"Oreonympha","nobilis","Bearded-Mountaineer","LC"
"Colaptes","atricollis","Black-necked-Woodpecker","LC"
"Geositta","crassirostris","Thick-billed-Miner","LC"
"Geositta","peruviana","Coastal-Miner","LC"
"Geositta","saxicolina","Dark-winged-Miner","LC"
"Geocerthia","serrana","Striated-Earthcreeper","LC"
"Cinclodes","taczanowskii","Surf-Cinclodes","LC"
"Leptasthenura","pileata","Rusty-crowned-Tit-spinetail","LC"
"Asthenes","palpebralis","Eye-ringed-Thistletail","LC"
"Asthenes","vilcabambae","Vilcabamba-Thistletail","LC"
"Cranioleuca","albicapilla","Creamy-crested-Spinetail","LC"
"Cranioleuca","baroni","Barons-Spinetail","LC"
"Cranioleuca","marcapatae","Marcapata-Spinetail","VU"
"Asthenes","ottonis","Rusty-fronted-Canastero","LC"
"Asthenes","virgata","Junin-Canastero","LC"
"Herpsilochmus","motacilloides","Creamy-bellied-Antwren","NT"
"Grallaria","capitalis","Bay-Antpitta","LC"
"Grallaria","carrikeri","Pale-billed-Antpitta","NT"
"Grallaria","erythroleuca","Red-and-white-Antpitta","LC"
"Grallaria","przewalskii","Rusty-tinged-Antpitta","VU"
"Scytalopus","femoralis","Rufous-vented-Tapaculo","LC"
"Scytalopus","macropus","Large-footed-Tapaculo","LC"
"Scytalopus","acutirostris","Tschudis-Tapaculo","LC"
"Scytalopus","unicolor","Unicoloured-Tapaculo","LC"
"Zimmerius","viridiflavus","Tschudis-Tyrannulet","LC"
"Anairetes","agraphia","Unstreaked-Tit-tyrant","LC"
"Leptopogon","taczanowskii","Inca-Flycatcher","NT"
"Poecilotriccus","pulchellus","Black-backed-Tody-flycatcher","LC"
"Myiarchus","semirufus","Rufous-Flycatcher","EN"
"Lepidothrix","coeruleocapilla","Cerulean-capped-Manakin","LC"
"Doliornis","sclateri","Bay-vented-Cotinga","VU"
"Pipreola","pulchra","Masked-Fruiteater","LC"
"Thryothorus","eisenmanni","Inca-Wren","LC"
"Piezorhina","cinerea","Cinereous-Finch","LC"
"Incaspiza","laeta","Buff-bridled-Inca-finch","LC"
"Incaspiza","personata","Rufous-backed-Inca-finch","LC"
"Incaspiza","pulchra","Great-Inca-finch","LC"
"Poospiza","caesar","Chestnut-breasted-Mountain-finch","LC"
"Sicalis","raimondii","Raimondis-Yellow-finch","LC"
"Atlapetes","nationi","Rusty-bellied-Brush-finch","LC"
"Hemispingus","parodii","Parodis-Hemispingus","NT"
"Thlypopsis","pectoralis","Brown-flanked-Tanager","LC"
"Ramphocelus","melanogaster","Huallaga-Tanager","LC"
"Nephelornis","oneilli","Pardusco","LC"
"Passer","domesticus","House-Sparrow","LC"
"Zimmerius","villarejoi","Mishana-Tyrannulet","VU"
"Capito","wallacei","Scarlet-banded-Barbet","VU"
"Pterodroma","leucoptera","Goulds-Petrel","VU"
"Percnostola","arenarum","Allpahuayo-Antbird","VU"
"Poecilotriccus","luluae","Lulus-Tody-flycatcher","EN"
"Atlapetes","melanolaemus","Black-faced-Brush-finch","LC"
"Cinnycerthia","peruana","Peruvian-Wren","LC"
"Tachycineta","albilinea","Mangrove-Swallow","LC"
"Scytalopus","altirostris","Neblina-Tapaculo","LC"
"Scytalopus","affinis","Ancash-Tapaculo","LC"
"Scytalopus","urubambae","Vilcabamba-Tapaculo","LC"
"Polioptila","clementsi","Iquitos-Gnatcatcher","CR"
"Egretta","garzetta","Little-Egret","LC"
"Crypturellus","ptaritepui","Tepui-Tinamou","LC"
"Odontophorus","columbianus","Venezuelan-Wood-quail","NT"
"Pyrrhura","rhodocephala","Rose-headed-Parakeet","LC"
"Amazona","barbadensis","Yellow-shouldered-Amazon","VU"
"Campylopterus","ensipennis","White-tailed-Sabrewing","NT"
"Hylonympha","macrocerca","Scissor-tailed-Hummingbird","EN"
"Laterallus","levraudi","Rusty-flanked-Crake","EN"
"Rallus","wetmorei","Plain-flanked-Rail","EN"
"Fulica","caribaea","Caribbean-Coot","NT"
"Todirostrum","viridanum","Maracaibo-Tody-flycatcher","NT"
"Phylloscartes","venezuelanus","Venezuelan-Bristle-tyrant","NT"
"Thripophaga","cherriei","Orinoco-Softtail","VU"
"Premnoplex","tatei","White-throated-Barbtail","VU"
"Grallaria","excelsa","Great-Antpitta","VU"
"Grallaria","chthonia","Tachira-Antpitta","CR"
"Grallaricula","loricata","Scallop-breasted-Antpitta","NT"
"Myioborus","pariae","Paria-Redstart","EN"
"Myioborus","albifacies","White-faced-Redstart","LC"
"Myioborus","cardonai","Saffron-breasted-Redstart","NT"
"Myioborus","albifrons","White-fronted-Redstart","NT"
"Basileuterus","griseiceps","Grey-headed-Warbler","EN"
"Hemispingus","reyi","Grey-capped-Hemispingus","NT"
"Hemispingus","goeringi","Slaty-backed-Hemispingus","VU"
"Emberizoides","duidae","Duida-Grass-finch","NT"
"Diglossa","venezuelensis","Venezuelan-Flowerpiercer","EN"
"Diglossa","gloriosa","Merida-Flowerpiercer","LC"
"Phyllomyias","urichi","Urichs-Tyrannulet","EN"
"Butorides","virescens","Green-Heron","LC"
"Patagioenas","squamosa","Scaly-naped-Pigeon","LC"
"Pyrrhura","hoematotis","Red-eared-Parakeet","LC"
"Chlorostilbon","alice","Green-tailed-Emerald","LC"
"Asthenes","coryi","Ochre-browed-Thistletail","LC"
"Synallaxis","castanea","Black-throated-Spinetail","LC"
"Syndactyla","guttulata","Guttulate-Foliage-gleaner","LC"
"Grallaria","griseonucha","Grey-naped-Antpitta","LC"
"Scytalopus","caracae","Caracas-Tapaculo","LC"
"Pipreola","formosa","Handsome-Fruiteater","LC"
"Cistothorus","meridae","Merida-Wren","LC"
"Margarops","fuscatus","Pearly-eyed-Thrasher","LC"
"Tangara","rufigenis","Rufous-cheeked-Tanager","LC"
"Numenius","americanus","Long-billed-Curlew","LC"
"Amaurospiza","carrizalensis","Carrizal-Seedeater","CR"
"Aglaiocercus","berlepschi","Venezuelan-Sylph","EN"
"Chaetura","vauxi","Vauxs-Swift","LC"
"Scytalopus","meridanus","Merida-Tapaculo","LC"
"Pterodroma","caribbaea","Jamaica-Petrel","CR"
"Grallaricula","cumanensis","Sucre-Antpitta","VU"
