"genero","especie","nombre_comun","categoria"
"Momotus","momota","Blue-crowned-Motmot","LC"
"Dendrocincla","fuliginosa","Plain-brown-Woodcreeper","LC"
"Arremon","torquatus","Stripe-headed-Brush-finch","LC"
"Poospiza","nigrorufa","Black-and-rufous-Warbling-finch","LC"
"Asthenes","sclateri","Puno-Canastero","LC"
"Turdus","nigriceps","Slaty-Thrush","LC"
"Phyllomyias","burmeisteri","Rough-legged-Tyrannulet","LC"
"Scytalopus","zimmeri","Zimmers-Tapaculo","LC"
"Puffinus","griseus","Sooty-Shearwater","NT"
"Muscisaxicola","albifrons","White-fronted-Ground-tyrant","LC"
"Saltator","maxillosus","Thick-billed-Saltator","LC"
"Buteo","polyosoma","Red-backed-Hawk","LC"
"Eudyptes","chrysocome","Southern-Rockhopper-Penguin","VU"
"Scytalopus","pachecoi","Planalto-Tapaculo","LC"
"Caprimulgus","parvulus","Little-Nightjar","LC"
"Icterus","croconotus","Orange-backed-Troupial","LC"
"Buteo","nitidus","Grey-Hawk","LC"
"Suiriri","suiriri","Suiriri-Flycatcher","LC"
"Himantopus","mexicanus","Black-necked-Stilt","LC"
"Sicalis","luteola","Grassland-Yellow-finch","LC"
"Anas","flavirostris","Yellow-billed-Teal","LC"
"Upucerthia","saturatior","Patagonian-Forest-Earthcreeper","LC"
"Upucerthia","dumetaria","Scale-throated-Earthcreeper","LC"
"Poospiza","cabanisi","Grey-throated-Warbling-finch","LC"
"Cinclodes","fuscus","Buff-winged-Cinclodes","LC"
"Cinclodes","albiventris","Cream-winged-Cinclodes","LC"
"Sterna","trudeaui","Snowy-crowned-Tern","LC"
"Mimus","thenca","Chilean-Mockingbird","LC"
"Pseudocolopteryx","citreola","Ticking-Doradito","LC"
"Pseudocolopteryx","flaviventris","Warbling-Doradito","LC"
"Icterus","pyrrhopterus","Variable-Oriole","LC"
"Nothocercus","nigrocapillus","Hooded-Tinamou","VU"
"Penelope","montagnii","Andean-Guan","LC"
"Pauxi","unicornis","Horned-Curassow","EN"
"Crax","globulosa","Wattled-Curassow","EN"
"Neochen","jubata","Orinoco-Goose","NT"
"Picumnus","fuscus","Rusty-necked-Piculet","LC"
"Eubucco","tucinkae","Scarlet-hooded-Barbet","LC"
"Andigena","cucullata","Hooded-Mountain-toucan","LC"
"Anodorhynchus","hyacinthinus","Hyacinth-Macaw","EN"
"Ara","glaucogularis","Blue-throated-Macaw","CR"
"Ara","rubrogenys","Red-fronted-Macaw","EN"
"Alipiopsitta","xanthops","Yellow-faced-Amazon","NT"
"Discosura","letitiae","Coppery-Thorntail","DD"
"Eleothreptus","candicans","White-winged-Nightjar","EN"
"Micropygia","schomburgkii","Ocellated-Crake","LC"
"Laterallus","xenopterus","Rufous-faced-Crake","VU"
"Gallinago","undulata","Giant-Snipe","LC"
"Agamia","agami","Agami-Heron","VU"
"Zebrilus","undulatus","Zigzag-Heron","NT"
"Hemitriccus","minimus","Zimmers-Tody-tyrant","LC"
"Hemitriccus","rufigularis","Buff-throated-Tody-tyrant","NT"
"Anairetes","alpinus","Ash-breasted-Tit-tyrant","EN"
"Euscarthmus","rufomarginatus","Rufous-sided-Pygmy-tyrant","NT"
"Myiornis","albiventris","White-bellied-Pygmy-tyrant","LC"
"Myiotheretes","fuscorufus","Rufous-bellied-Bush-tyrant","LC"
"Pipreola","frontalis","Scarlet-breasted-Fruiteater","LC"
"Ampelioides","tschudii","Scaled-Fruiteater","LC"
"Lipaugus","uropygialis","Scimitar-winged-Piha","VU"
"Myrmotherula","grisea","Ashy-Antwren","LC"
"Terenura","sharpei","Yellow-rumped-Antwren","EN"
"Geositta","poeciloptera","Campo-Miner","VU"
"Tarphonomus","harterti","Bolivian-Earthcreeper","LC"
"Asthenes","berlepschi","Berlepschs-Canastero","NT"
"Asthenes","urubambensis","Line-fronted-Canastero","NT"
"Simoxenops","ucayalae","Peruvian-Recurvebill","NT"
"Simoxenops","striatus","Bolivian-Recurvebill","LC"
"Formicarius","rufifrons","Rufous-fronted-Antthrush","NT"
"Turdus","haplochrous","Unicoloured-Thrush","NT"
"Dendroica","cerulea","Cerulean-Warbler","VU"
"Neothraupis","fasciata","White-banded-Tanager","NT"
"Cypsnagra","hirundinacea","White-rumped-Tanager","LC"
"Tangara","meyerdeschauenseei","Green-capped-Tanager","NT"
"Compsospiza","garleppi","Cochabamba-Mountain-finch","EN"
"Sporophila","nigrorufa","Black-and-tawny-Seedeater","VU"
"Porphyrospiza","caerulescens","Blue-Finch","NT"
"Cranioleuca","henricae","Bolivian-Spinetail","EN"
"Phylloscartes","parkeri","Cinnamon-faced-Tyrannulet","LC"
"Cinclodes","aricomae","Royal-Cinclodes","CR"
"Hylopezus","auricularis","Masked-Antpitta","VU"
"Nannopsittaca","dachilleae","Amazonian-Parrotlet","NT"
"Tinamus","guttatus","White-throated-Tinamou","NT"
"Tinamus","major","Great-Tinamou","NT"
"Tinamus","tao","Grey-Tinamou","VU"
"Crypturellus","atrocapillus","Black-capped-Tinamou","NT"
"Crypturellus","bartletti","Bartletts-Tinamou","LC"
"Crypturellus","cinereus","Cinereous-Tinamou","LC"
"Crypturellus","soui","Little-Tinamou","LC"
"Crypturellus","strigulosus","Brazilian-Tinamou","LC"
"Crypturellus","variegatus","Variegated-Tinamou","LC"
"Nothura","boraquira","White-bellied-Nothura","LC"
"Rollandia","microptera","Titicaca-Grebe","EN"
"Pilherodius","pileatus","Capped-Heron","LC"
"Anhima","cornuta","Horned-Screamer","LC"
"Cathartes","melambrotus","Greater-Yellow-headed-Vulture","LC"
"Helicolestes","hamatus","Slender-billed-Kite","LC"
"Harpagus","bidentatus","Double-toothed-Kite","LC"
"Leucopternis","albicollis","White-Hawk","LC"
"Leucopternis","kuhli","White-browed-Hawk","LC"
"Leucopternis","schistaceus","Slate-coloured-Hawk","LC"
"Buteo","platypterus","Broad-winged-Hawk","LC"
"Ibycter","americanus","Red-throated-Caracara","LC"
"Daptrius","ater","Black-Caracara","LC"
"Caracara","cheriway","Crested-Caracara","LC"
"Micrastur","gilvicollis","Lined-Forest-falcon","LC"
"Micrastur","mirandollei","Slaty-backed-Forest-falcon","LC"
"Ortalis","guttata","Speckled-Chachalaca","LC"
"Penelope","jacquacu","Spixs-Guan","LC"
"Pipile","cumanensis","Blue-throated-Piping-guan","VU"
"Chamaepetes","goudotii","Sickle-winged-Guan","LC"
"Mitu","tuberosum","Razor-billed-Curassow","LC"
"Odontophorus","balliviani","Stripe-faced-Wood-quail","LC"
"Odontophorus","gujanensis","Marbled-Wood-quail","NT"
"Odontophorus","speciosus","Rufous-breasted-Wood-quail","NT"
"Odontophorus","stellatus","Starred-Wood-quail","LC"
"Psophia","leucoptera","Pale-winged-Trumpeter","LC"
"Amaurolimnas","concolor","Uniform-Crake","LC"
"Anurolimnas","castaneiceps","Chestnut-headed-Crake","LC"
"Anurolimnas","viridis","Russet-crowned-Crake","LC"
"Eurypyga","helias","Sunbittern","LC"
"Calidris","minutilla","Least-Sandpiper","LC"
"Patagioenas","plumbea","Plumbeous-Pigeon","LC"
"Patagioenas","subvinacea","Ruddy-Pigeon","VU"
"Claravis","mondetoura","Maroon-chested-Ground-dove","LC"
"Uropelia","campestris","Long-tailed-Ground-dove","LC"
"Ara","ararauna","Blue-and-yellow-Macaw","LC"
"Primolius","couloni","Blue-headed-Macaw","VU"
"Ara","macao","Scarlet-Macaw","LC"
"Orthopsittaca","manilata","Red-bellied-Macaw","LC"
"Diopsittaca","nobilis","Red-shouldered-Macaw","LC"
"Ara","severus","Chestnut-fronted-Macaw","LC"
"Aratinga","weddellii","Dusky-headed-Parakeet","LC"
"Pyrrhura","perlata","Crimson-bellied-Parakeet","VU"
"Pyrrhura","picta","Painted-Parakeet","LC"
"Pyrrhura","rupicola","Black-capped-Parakeet","NT"
"Bolborhynchus","orbygnesius","Andean-Parakeet","LC"
"Forpus","modestus","Dusky-billed-Parrotlet","LC"
"Brotogeris","cyanoptera","Cobalt-winged-Parakeet","LC"
"Brotogeris","sanctithomae","Tui-Parakeet","LC"
"Brotogeris","versicolurus","White-winged-Parakeet","LC"
"Touit","huetii","Scarlet-shouldered-Parrotlet","VU"
"Pionites","leucogaster","White-bellied-Parrot","VU"
"Pyrilia","barrabandi","Orange-cheeked-Parrot","NT"
"Hapalopsittaca","melanotis","Black-winged-Parrot","LC"
"Pionus","menstruus","Blue-headed-Parrot","LC"
"Pionus","sordidus","Red-billed-Parrot","LC"
"Pionus","tumultuosus","Speckle-faced-Parrot","LC"
"Amazona","amazonica","Orange-winged-Amazon","LC"
"Amazona","farinosa","Mealy-Amazon","LC"
"Amazona","ochrocephala","Yellow-crowned-Amazon","LC"
"Piaya","melanogaster","Black-bellied-Cuckoo","LC"
"Coccycua","minuta","Little-Cuckoo","LC"
"Neomorphus","geoffroyi","Rufous-vented-Ground-cuckoo","LC"
"Opisthocomus","hoazin","Hoatzin","LC"
"Megascops","albogularis","White-throated-Screech-owl","LC"
"Megascops","guatemalae","Vermiculated-Screech-owl","LC"
"Megascops","ingens","Rufescent-Screech-owl","LC"
"Megascops","watsonii","Tawny-bellied-Screech-owl","LC"
"Lophostrix","cristata","Crested-Owl","LC"
"Pulsatrix","melanota","Band-bellied-Owl","LC"
"Glaucidium","hardyi","Amazonian-Pygmy-owl","LC"
"Glaucidium","jardinii","Andean-Pygmy-owl","LC"
"Strix","albitarsis","Rufous-banded-Owl","LC"
"Steatornis","caripensis","Oilbird","LC"
"Nyctibius","grandis","Great-Potoo","LC"
"Nyctibius","maculosus","Andean-Potoo","LC"
"Lurocalis","rufiventris","Rufous-bellied-Nighthawk","LC"
"Chordeiles","acutipennis","Lesser-Nighthawk","LC"
"Chordeiles","rupestris","Sand-coloured-Nighthawk","LC"
"Nyctiprogne","leucopyga","Band-tailed-Nighthawk","LC"
"Caprimulgus","maculicaudus","Spot-tailed-Nightjar","LC"
"Caprimulgus","nigrescens","Blackish-Nightjar","LC"
"Hydropsalis","climacocerca","Ladder-tailed-Nightjar","LC"
"Uropsalis","segmentata","Swallow-tailed-Nightjar","LC"
"Streptoprocne","rutila","Chestnut-collared-Swift","LC"
"Chaetura","brachyura","Short-tailed-Swift","LC"
"Chaetura","egregia","Pale-rumped-Swift","LC"
"Tachornis","squamata","Fork-tailed-Palm-swift","LC"
"Panyptila","cayennensis","Lesser-Swallow-tailed-Swift","LC"
"Doryfera","ludovicae","Green-fronted-Lancebill","LC"
"Glaucis","hirsutus","Rufous-breasted-Hermit","LC"
"Threnetes","leucurus","Pale-tailed-Barbthroat","LC"
"Phaethornis","hispidus","White-bearded-Hermit","LC"
"Phaethornis","nattereri","Cinnamon-throated-Hermit","LC"
"Phaethornis","philippii","Needle-billed-Hermit","LC"
"Phaethornis","ruber","Reddish-Hermit","LC"
"Phaethornis","stuarti","White-browed-Hermit","LC"
"Phaethornis","subochraceus","Buff-bellied-Hermit","LC"
"Eutoxeres","condamini","Buff-tailed-Sicklebill","LC"
"Campylopterus","largipennis","Grey-breasted-Sabrewing","LC"
"Florisuga","mellivora","White-necked-Jacobin","LC"
"Colibri","delphinae","Brown-Violet-ear","LC"
"Chrysolampis","mosquitus","Ruby-topaz-Hummingbird","LC"
"Klais","guimeti","Violet-headed-Hummingbird","LC"
"Lophornis","delattrei","Rufous-crested-Coquette","LC"
"Lophornis","gouldii","Dot-eared-Coquette","VU"
"Discosura","langsdorffi","Black-bellied-Thorntail","LC"
"Chrysuronia","oenone","Golden-tailed-Sapphire","LC"
"Taphrospilus","hypostictus","Many-spotted-Hummingbird","LC"
"Amazilia","fimbriata","Glittering-throated-Emerald","LC"
"Amazilia","lactea","Sapphire-spangled-Emerald","LC"
"Heliodoxa","aurescens","Goulds-Jewelfront","LC"
"Heliodoxa","branickii","Rufous-webbed-Brilliant","LC"
"Heliodoxa","leadbeateri","Violet-fronted-Brilliant","LC"
"Aglaeactis","pamela","Black-hooded-Sunbeam","LC"
"Pterophanes","cyanopterus","Great-Sapphirewing","LC"
"Coeligena","coeligena","Bronzy-Inca","LC"
"Coeligena","torquata","Collared-Inca","LC"
"Coeligena","violifer","Violet-throated-Starfrontlet","LC"
"Ensifera","ensifera","Sword-billed-Hummingbird","LC"
"Ocreatus","underwoodii","Booted-Racket-tail","LC"
"Lesbia","nuna","Green-tailed-Trainbearer","LC"
"Ramphomicron","microrhynchum","Purple-backed-Thornbill","LC"
"Metallura","aeneocauda","Scaled-Metaltail","LC"
"Metallura","tyrianthina","Tyrian-Metaltail","LC"
"Chalcostigma","olivaceum","Olivaceous-Thornbill","LC"
"Chalcostigma","ruficeps","Rufous-capped-Thornbill","LC"
"Chalcostigma","stanleyi","Blue-mantled-Thornbill","LC"
"Heliothryx","auritus","Black-eared-Fairy","LC"
"Heliactin","bilophus","Horned-Sungem","LC"
"Heliomaster","longirostris","Long-billed-Starthroat","LC"
"Chaetocercus","mulsant","White-bellied-Woodstar","LC"
"Pharomachrus","antisianus","Crested-Quetzal","LC"
"Pharomachrus","auriceps","Golden-headed-Quetzal","LC"
"Pharomachrus","pavoninus","Pavonine-Quetzal","LC"
"Trogon","collaris","Collared-Trogon","LC"
"Trogon","personatus","Masked-Trogon","LC"
"Chloroceryle","inda","Green-and-rufous-Kingfisher","LC"
"Electron","platyrhynchum","Broad-billed-Motmot","LC"
"Baryphthengus","martii","Rufous-Motmot","LC"
"Galbalcyrhynchus","purusianus","Chestnut-Jacamar","LC"
"Brachygalba","albogularis","White-throated-Jacamar","LC"
"Brachygalba","lugubris","Brown-Jacamar","LC"
"Galbula","cyanescens","Bluish-fronted-Jacamar","LC"
"Galbula","dea","Paradise-Jacamar","LC"
"Galbula","leucogastra","Bronzy-Jacamar","LC"
"Jacamerops","aureus","Great-Jacamar","LC"
"Notharchus","ordii","Brown-banded-Puffbird","LC"
"Notharchus","tectus","Pied-Puffbird","LC"
"Bucco","macrodactylus","Chestnut-capped-Puffbird","LC"
"Bucco","tamatia","Spotted-Puffbird","LC"
"Nystalus","striolatus","Striolated-Puffbird","LC"
"Malacoptila","fulvogularis","Black-streaked-Puffbird","LC"
"Malacoptila","rufa","Rufous-necked-Puffbird","LC"
"Malacoptila","semicincta","Semicollared-Puffbird","LC"
"Nonnula","ruficapilla","Rufous-capped-Nunlet","LC"
"Nonnula","sclateri","Fulvous-chinned-Nunlet","LC"
"Monasa","morphoeus","White-fronted-Nunbird","LC"
"Monasa","nigrifrons","Black-fronted-Nunbird","LC"
"Chelidoptera","tenebrosa","Swallow-wing","LC"
"Capito","dayi","Black-girdled-Barbet","VU"
"Eubucco","richardsoni","Lemon-throated-Barbet","LC"
"Eubucco","versicolor","Versicoloured-Barbet","NT"
"Aulacorhynchus","coeruleicinctis","Blue-banded-Toucanet","LC"
"Aulacorhynchus","derbianus","Chestnut-tipped-Toucanet","LC"
"Aulacorhynchus","prasinus","Emerald-Toucanet","LC"
"Pteroglossus","beauharnaesii","Curl-crested-Aracari","LC"
"Pteroglossus","bitorquatus","Red-necked-Aracari","NT"
"Pteroglossus","inscriptus","Lettered-Aracari","LC"
"Selenidera","gouldii","Goulds-Toucanet","LC"
"Selenidera","reinwardtii","Golden-collared-Toucanet","LC"
"Picumnus","albosquamatus","White-wedged-Piculet","LC"
"Picumnus","aurifrons","Bar-breasted-Piculet","LC"
"Picumnus","rufiventris","Rufous-breasted-Piculet","LC"
"Melanerpes","cruentatus","Yellow-tufted-Woodpecker","LC"
"Veniliornis","affinis","Red-stained-Woodpecker","LC"
"Veniliornis","nigriceps","Bar-bellied-Woodpecker","LC"
"Piculus","flavigula","Yellow-throated-Woodpecker","LC"
"Piculus","leucolaemus","White-throated-Woodpecker","LC"
"Colaptes","rivolii","Crimson-mantled-Woodpecker","LC"
"Colaptes","punctigula","Spot-breasted-Woodpecker","LC"
"Celeus","elegans","Chestnut-Woodpecker","LC"
"Celeus","flavus","Cream-coloured-Woodpecker","LC"
"Celeus","grammicus","Scaly-breasted-Woodpecker","LC"
"Celeus","torquatus","Ringed-Woodpecker","LC"
"Campephilus","rubricollis","Red-necked-Woodpecker","LC"
"Dendrocincla","merula","White-chinned-Woodcreeper","LC"
"Deconychura","longicauda","Long-tailed-Woodcreeper","NT"
"Glyphorynchus","spirurus","Wedge-billed-Woodcreeper","LC"
"Nasica","longirostris","Long-billed-Woodcreeper","LC"
"Dendrexetastes","rufigula","Cinnamon-throated-Woodcreeper","LC"
"Hylexetastes","stresemanni","Bar-bellied-Woodcreeper","LC"
"Hylexetastes","uniformis","Uniform-Woodcreeper","VU"
"Xiphocolaptes","promeropirhynchus","Strong-billed-Woodcreeper","LC"
"Dendrocolaptes","certhia","Amazonian-Barred-Woodcreeper","LC"
"Xiphorhynchus","obsoletus","Striped-Woodcreeper","LC"
"Xiphorhynchus","ocellatus","Ocellated-Woodcreeper","LC"
"Dendroplex","picus","Straight-billed-Woodcreeper","LC"
"Xiphorhynchus","elegans","Elegant-Woodcreeper","LC"
"Xiphorhynchus","triangularis","Olive-backed-Woodcreeper","LC"
"Lepidocolaptes","albolineatus","Lineated-Woodcreeper","LC"
"Leptasthenura","andicola","Andean-Tit-spinetail","LC"
"Asthenes","harterti","Black-throated-Thistletail","LC"
"Synallaxis","cabanisi","Cabaniss-Spinetail","NT"
"Synallaxis","albilora","White-lored-Spinetail","LC"
"Synallaxis","gujanensis","Plain-crowned-Spinetail","LC"
"Synallaxis","hypospodia","Cinereous-breasted-Spinetail","LC"
"Synallaxis","propinqua","White-bellied-Spinetail","LC"
"Synallaxis","rutilans","Ruddy-Spinetail","LC"
"Cranioleuca","albiceps","Light-crowned-Spinetail","LC"
"Cranioleuca","curtata","Ash-browed-Spinetail","VU"
"Cranioleuca","gutturata","Speckled-Spinetail","LC"
"Asthenes","humilis","Streak-throated-Canastero","LC"
"Thripophaga","fusciceps","Plain-Softtail","LC"
"Metopothrix","aurantiaca","Orange-fronted-Plushcrown","LC"
"Premnornis","guttuliger","Rusty-winged-Barbtail","LC"
"Premnoplex","brunnescens","Spotted-Barbtail","LC"
"Pseudocolaptes","boissonneautii","Streaked-Tuftedcheek","LC"
"Berlepschia","rikeri","Point-tailed-Palmcreeper","LC"
"Hyloctistes","subulatus","Striped-Woodhaunter","LC"
"Ancistrops","strigilatus","Chestnut-winged-Hookbill","LC"
"Anabacerthia","striaticollis","Montane-Foliage-gleaner","LC"
"Philydor","erythropterum","Chestnut-winged-Foliage-gleaner","LC"
"Philydor","pyrrhodes","Cinnamon-rumped-Foliage-gleaner","LC"
"Philydor","ruficaudatum","Rufous-tailed-Foliage-gleaner","LC"
"Anabazenops","dorsalis","Dusky-cheeked-Foliage-gleaner","LC"
"Automolus","infuscatus","Olive-backed-Foliage-gleaner","LC"
"Automolus","melanopezus","Brown-rumped-Foliage-gleaner","LC"
"Automolus","ochrolaemus","Buff-throated-Foliage-gleaner","LC"
"Automolus","rufipileatus","Chestnut-crowned-Foliage-gleaner","LC"
"Thripadectes","holostictus","Striped-Treehunter","LC"
"Thripadectes","scrutator","Buff-throated-Treehunter","LC"
"Microxenops","milleri","Rufous-tailed-Xenops","LC"
"Xenops","tenuirostris","Slender-billed-Xenops","LC"
"Sclerurus","albigularis","Grey-throated-Leaftosser","NT"
"Sclerurus","caudacutus","Black-tailed-Leaftosser","LC"
"Sclerurus","mexicanus","Tawny-throated-Leaftosser","LC"
"Sclerurus","rufigularis","Short-billed-Leaftosser","LC"
"Cymbilaimus","lineatus","Fasciated-Antshrike","LC"
"Cymbilaimus","sanctaemariae","Bamboo-Antshrike","LC"
"Frederickena","unduliger","Undulated-Antshrike","LC"
"Thamnophilus","aethiops","White-shouldered-Antshrike","LC"
"Thamnophilus","amazonicus","Amazonian-Antshrike","LC"
"Thamnophilus","aroyae","Upland-Antshrike","LC"
"Thamnophilus","schistaceus","Plain-winged-Antshrike","LC"
"Thamnophilus","torquatus","Rufous-winged-Antshrike","LC"
"Pygiptila","stellaris","Spot-winged-Antshrike","LC"
"Thamnistes","anabatinus","Russet-Antshrike","LC"
"Thamnomanes","ardesiacus","Dusky-throated-Antshrike","LC"
"Thamnomanes","caesius","Cinereous-Antshrike","LC"
"Thamnomanes","saturninus","Saturnine-Antshrike","LC"
"Thamnomanes","schistogynus","Bluish-slate-Antshrike","LC"
"Myrmotherula","assimilis","Leaden-Antwren","LC"
"Myrmotherula","axillaris","White-flanked-Antwren","LC"
"Epinecrophylla","haematonota","Stipple-throated-Antwren","LC"
"Myrmotherula","hauxwelli","Plain-throated-Antwren","LC"
"Epinecrophylla","leucophthalma","White-eyed-Antwren","LC"
"Myrmotherula","longicauda","Stripe-chested-Antwren","LC"
"Myrmotherula","longipennis","Long-winged-Antwren","LC"
"Myrmotherula","menetriesii","Grey-Antwren","LC"
"Epinecrophylla","ornata","Ornate-Antwren","LC"
"Myrmotherula","sclateri","Sclaters-Antwren","LC"
"Dichrozona","cincta","Banded-Antbird","LC"
"Herpsilochmus","longirostris","Large-billed-Antwren","LC"
"Microrhopias","quixensis","Dot-winged-Antwren","LC"
"Formicivora","grisea","White-fringed-Antwren","LC"
"Formicivora","melanogaster","Black-bellied-Antwren","LC"
"Formicivora","rufa","Rusty-backed-Antwren","LC"
"Drymophila","caudata","Long-tailed-Antbird","LC"
"Drymophila","devillei","Striated-Antbird","LC"
"Terenura","humeralis","Chestnut-shouldered-Antwren","LC"
"Cercomacra","cinerascens","Grey-Antbird","LC"
"Cercomacra","manu","Manu-Antbird","LC"
"Cercomacra","melanaria","Mato-Grosso-Antbird","LC"
"Cercomacra","nigrescens","Blackish-Antbird","LC"
"Cercomacra","serva","Black-Antbird","LC"
"Myrmoborus","leucophrys","White-browed-Antbird","LC"
"Myrmoborus","myotherinus","Black-faced-Antbird","LC"
"Hypocnemoides","maculicauda","Band-tailed-Antbird","LC"
"Myrmochanes","hemileucus","Black-and-white-Antbird","LC"
"Sclateria","naevia","Silvered-Antbird","LC"
"Percnostola","lophotes","White-lined-Antbird","NT"
"Myrmeciza","atrothorax","Black-throated-Antbird","LC"
"Myrmeciza","fortis","Sooty-Antbird","LC"
"Myrmeciza","goeldii","Goeldis-Antbird","LC"
"Myrmeciza","hyperythra","Plumbeous-Antbird","LC"
"Gymnopithys","salvini","White-throated-Antbird","LC"
"Rhegmatorhina","melanosticta","Hairy-crested-Antbird","LC"
"Hylophylax","naevius","Spot-backed-Antbird","LC"
"Hylophylax","punctulatus","Dot-backed-Antbird","LC"
"Phlegopsis","erythroptera","Reddish-winged-Bare-eye","LC"
"Phlegopsis","nigromaculata","Black-spotted-Bare-eye","LC"
"Formicarius","analis","Black-faced-Antthrush","LC"
"Formicarius","colma","Rufous-capped-Antthrush","LC"
"Chamaeza","mollissima","Barred-Antthrush","LC"
"Chamaeza","nobilis","Striated-Antthrush","LC"
"Grallaria","andicolus","Stripe-headed-Antpitta","LC"
"Grallaria","erythrotis","Rufous-faced-Antpitta","LC"
"Grallaria","guatimalensis","Scaled-Antpitta","LC"
"Grallaria","rufula","Rufous-Antpitta","LC"
"Grallaria","squamigera","Undulated-Antpitta","LC"
"Hylopezus","berlepschi","Amazonian-Antpitta","LC"
"Hylopezus","macularius","Spotted-Antpitta","LC"
"Myrmothera","campanisona","Thrush-like-Antpitta","LC"
"Grallaricula","ferrugineipectus","Rusty-breasted-Antpitta","LC"
"Grallaricula","flavirostris","Ochre-breasted-Antpitta","NT"
"Conopophaga","ardesiaca","Slaty-Gnateater","LC"
"Conopophaga","melanogaster","Black-bellied-Gnateater","LC"
"Conopophaga","peruviana","Ash-throated-Gnateater","LC"
"Melanopareia","torquata","Collared-Crescentchest","LC"
"Scytalopus","bolivianus","Bolivian-Tapaculo","LC"
"Scytalopus","simonsi","Puna-Tapaculo","LC"
"Scytalopus","schulenbergi","Diademed-Tapaculo","LC"
"Scytalopus","parvirostris","Trilling-Tapaculo","LC"
"Zimmerius","bolivianus","Bolivian-Tyrannulet","LC"
"Ornithion","inerme","White-lored-Tyrannulet","LC"
"Sublegatus","obscurior","Todds-Scrub-flycatcher","LC"
"Tyrannulus","elatus","Yellow-crowned-Tyrannulet","LC"
"Myiopagis","gaimardii","Forest-Elaenia","LC"
"Elaenia","cristata","Plain-crested-Elaenia","LC"
"Elaenia","gigas","Mottle-backed-Elaenia","LC"
"Elaenia","pallatangae","Sierran-Elaenia","LC"
"Elaenia","pelzelni","Brownish-Elaenia","LC"
"Mecocerculus","stictopterus","White-banded-Tyrannulet","LC"
"Serpophaga","cinerea","Torrent-Tyrannulet","LC"
"Serpophaga","hypoleuca","River-Tyrannulet","LC"
"Mionectes","macconnelli","MacConnells-Flycatcher","LC"
"Mionectes","oleagineus","Ochre-bellied-Flycatcher","LC"
"Mionectes","olivaceus","Olive-striped-Flycatcher","LC"
"Mionectes","striaticollis","Streak-necked-Flycatcher","LC"
"Leptopogon","superciliaris","Slaty-capped-Flycatcher","LC"
"Phylloscartes","ophthalmicus","Marble-faced-Bristle-tyrant","LC"
"Phylloscartes","orbitalis","Spectacled-Bristle-tyrant","LC"
"Pseudotriccus","ruficeps","Rufous-headed-Pygmy-tyrant","LC"
"Pseudotriccus","simplex","Hazel-fronted-Pygmy-tyrant","LC"
"Corythopis","torquatus","Ringed-Antpipit","LC"
"Myiornis","ecaudatus","Short-tailed-Pygmy-tyrant","LC"
"Lophotriccus","eulophotes","Long-crested-Pygmy-tyrant","LC"
"Hemitriccus","flammulatus","Flammulated-Bamboo-tyrant","LC"
"Hemitriccus","granadensis","Black-throated-Tody-tyrant","LC"
"Hemitriccus","iohannis","Johanness-Tody-tyrant","LC"
"Hemitriccus","minor","Snethlages-Tody-tyrant","LC"
"Hemitriccus","spodiops","Yungas-Tody-tyrant","LC"
"Hemitriccus","striaticollis","Stripe-necked-Tody-tyrant","LC"
"Todirostrum","chrysocrotaphum","Yellow-browed-Tody-flycatcher","LC"
"Poecilotriccus","latirostris","Rusty-fronted-Tody-flycatcher","LC"
"Todirostrum","maculatum","Spotted-Tody-flycatcher","LC"
"Cnipodectes","subbrunneus","Brownish-Twistwing","LC"
"Ramphotrigon","fuscicauda","Dusky-tailed-Flatbill","LC"
"Ramphotrigon","ruficauda","Rufous-tailed-Flatbill","LC"
"Rhynchocyclus","fulvipectus","Fulvous-breasted-Flatbill","LC"
"Rhynchocyclus","olivaceus","Olivaceous-Flatbill","LC"
"Tolmomyias","assimilis","Yellow-margined-Flycatcher","LC"
"Tolmomyias","flaviventris","Yellow-breasted-Flycatcher","LC"
"Tolmomyias","poliocephalus","Grey-crowned-Flycatcher","LC"
"Platyrinchus","coronatus","Golden-crowned-Spadebill","LC"
"Platyrinchus","platyrhynchos","White-crested-Spadebill","LC"
"Onychorhynchus","coronatus","Amazonian-Royal-Flycatcher","LC"
"Terenotriccus","erythrurus","Ruddy-tailed-Flycatcher","LC"
"Myiobius","villosus","Tawny-breasted-Flycatcher","LC"
"Myiophobus","inornatus","Unadorned-Flycatcher","LC"
"Nephelomyias","ochraceiventris","Ochraceous-breasted-Flycatcher","LC"
"Mitrephanes","olivaceus","Olive-Flycatcher","LC"
"Contopus","cooperi","Olive-sided-Flycatcher","NT"
"Contopus","sordidulus","Western-Wood-pewee","LC"
"Ochthoeca","cinnamomeiventris","Slaty-backed-Chat-tyrant","LC"
"Ochthoeca","frontalis","Crowned-Chat-tyrant","LC"
"Ochthoeca","fumicolor","Brown-backed-Chat-tyrant","LC"
"Ochthornis","littoralis","Drab-Water-Tyrant","LC"
"Ochthoeca","pulchella","Golden-browed-Chat-tyrant","LC"
"Ochthoeca","rufipectoralis","Rufous-breasted-Chat-tyrant","LC"
"Cnemarchus","erythropygius","Red-rumped-Bush-tyrant","LC"
"Xolmis","velatus","White-rumped-Monjita","LC"
"Muscisaxicola","fluviatilis","Little-Ground-tyrant","LC"
